City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,enewetak,11.3474,162.3373,28.73,76,99,5.48,MH,1693433542
299,tazacorte,28.629,-17.9293,24.54,73,40,4.63,ES,1693433543
300,nar'yan-mar,67.6713,53.087,7.58,87,42,3.25,RU,1693433543
301,sechura,-5.5569,-80.8222,25.01,60,2,8.14,PE,1693433543
302,renfrew,55.872,-4.3925,11.93,88,97,3.09,GB,1693433543
303,constitucion,-35.3333,-72.4167,11.73,71,21,6.34,CL,1693433543
304,semenov,56.7875,44.493,10.05,85,11,2.07,RU,1693433543
305,mainit,9.535,125.5231,27.01,83,93,2.61,PH,1693433544
306,shahba,32.8551,36.629,21.93,44,0,2.98,SY,1693433544
307,adrar,20.5022,-10.0711,34.61,31,14,2.8,MR,1693433544
308,kalianget,-7.05,113.9333,25.3,80,98,6.07,ID,1693433545
309,lunglei,22.8833,92.7333,19.94,99,95,0.93,IN,1693433545
310,laguna,38.421,-121.4238,37.94,23,0,3.6,US,1693433545
311,kharp,66.8014,65.8081,10.44,77,95,3.81,RU,1693433545
312,puerto leguizamo,-0.1934,-74.7819,28.04,68,96,0.65,CO,1693433546
313,adigrat,14.277,39.462,15.49,74,53,0.97,ET,1693433546
314,daru,-9.0763,143.2092,24.55,67,33,4.73,PG,1693433546
315,kyren,51.6828,102.1408,15.83,89,99,0.44,RU,1693433546
316,onega,63.9061,38.1404,13.32,81,100,2.13,RU,1693433546
317,hermanus,-34.4187,19.2345,13.78,94,100,2.34,ZA,1693433547
318,nsanje,-16.92,35.262,18.66,79,0,1.16,MW,1693433547
319,port alfred,-33.5906,26.891,22.24,39,0,4.39,ZA,1693433547
320,xai-xai,-25.0519,33.6442,17.46,90,0,2.63,MZ,1693433548
321,dolores,-36.3132,-57.6792,13.52,68,62,2.26,AR,1693433548
322,kone,-21.0595,164.8658,24.35,80,99,1.74,NC,1693433548
323,tucano,-10.9631,-38.7867,26.79,56,3,6.29,BR,1693433549
324,hirara,24.8,125.2833,26.92,94,75,3.09,JP,1693433549
325,al qubbah,32.7616,22.2424,20.2,77,0,5.28,LY,1693433549
326,iskateley,67.6803,53.1512,7.61,86,48,3.29,RU,1693433549
327,remire-montjoly,4.9167,-52.2667,29.02,74,0,2.06,GF,1693433549
328,lazaro cardenas,17.9583,-102.2,30.31,69,64,3.43,MX,1693433330
329,taltal,-25.4,-70.4833,17.95,72,24,1.92,CL,1693433550
330,cartagena,10.3997,-75.5144,32.79,70,40,6.69,CO,1693433543
331,guarapari,-20.6667,-40.4975,23.27,94,69,1.58,BR,1693433550
332,pangkalanbuun,-2.6833,111.6167,22.52,94,97,1.06,ID,1693433551
333,san luis de la loma,17.2706,-100.8939,29.35,75,79,1.29,MX,1693433551
334,penhalonga,-18.8911,32.6978,10.31,93,20,1.57,ZW,1693433551
335,siwa oasis,29.2041,25.5195,32.32,31,1,4.31,EG,1693433552
336,fortuna,40.5982,-124.1573,26.19,62,0,8.75,US,1693432709
337,la plata,-34.9215,-57.9545,17.14,56,53,1.88,AR,1693433407
338,klyuchi,52.2667,79.1667,17.69,48,38,3.1,RU,1693433553
339,pelabuhanratu,-6.9875,106.5514,22.26,90,78,1.54,ID,1693433553
340,chalon-sur-saone,46.7833,4.85,17.77,61,98,1.78,FR,1693433553
341,cole harbour,44.6724,-63.4751,22.2,98,100,7.2,CA,1693433385
342,esfarayen,37.0765,57.5101,19.0,59,2,2.77,IR,1693433554
343,kavaratti,10.5669,72.642,28.19,78,90,7.72,IN,1693433554
344,moldova noua,44.7375,21.6669,18.35,66,12,1.56,RO,1693433554
345,ormara,25.2088,64.6357,26.19,83,56,5.57,PK,1693433554
346,anadyr,64.75,177.4833,10.28,87,75,5.0,RU,1693433554
347,loreto,22.2667,-101.9667,24.48,40,81,5.17,MX,1693433555
348,dahlonega,34.5326,-83.9849,26.08,91,100,1.36,US,1693433555
349,san andres,12.5847,-81.7006,31.01,74,40,4.12,CO,1693433555
350,westport,41.1415,-73.3579,28.38,61,0,4.63,US,1693433502
351,dahab,28.501,34.5134,32.38,33,0,5.38,EG,1693433555
352,tanque verde,32.2517,-110.7373,41.84,21,0,4.47,US,1693433555
353,yamada,39.4667,141.95,26.7,88,99,3.49,JP,1693432982
354,tifton,31.4505,-83.5085,26.98,78,75,6.69,US,1693433499
355,topchikha,52.8192,83.1185,15.55,78,90,3.21,RU,1693433556
356,tan-tan,28.438,-11.1032,20.36,92,18,4.58,MA,1693433556
357,jabor,5.921,169.6434,28.97,75,86,5.37,MH,1693433557
358,broken hill,-31.95,141.4333,7.7,77,0,5.8,AU,1693433441
359,vilyuchinsk,52.9306,158.4028,15.7,70,5,4.49,RU,1693433557
360,chu,43.5983,73.7614,16.65,80,95,6.74,KZ,1693433558
361,tralee,52.2704,-9.7026,12.88,94,100,3.19,IE,1693433558
362,kasane,-17.8167,25.15,14.38,45,0,2.21,BW,1693433558
363,melekeok village,7.4957,134.6367,27.74,83,84,4.69,PW,1693433558
364,santa isabel,-23.3156,-46.2214,17.84,93,2,1.35,BR,1693433294
365,lata,40.1629,-8.3327,17.67,97,20,1.27,PT,1693433559
366,labasa,-16.4167,179.3833,26.44,73,99,6.12,FJ,1693433559
367,ghadamis,30.1337,9.5007,30.71,36,98,5.38,LY,1693433559
368,invercargill,-46.4,168.35,9.9,67,54,4.3,NZ,1693433443
369,praia,14.9215,-23.5087,27.3,89,75,2.06,CV,1693433559
370,reggane,26.7158,0.1714,37.19,22,35,2.61,DZ,1693433559
371,leua,48.2156,18.6071,13.63,94,39,2.47,SK,1693433560
372,whitehorse,60.7161,-135.0538,19.45,47,75,7.6,CA,1693433560
373,ceuta,35.8903,-5.3075,25.02,74,0,3.75,ES,1693433377
374,happy valley-goose bay,53.3168,-60.3315,10.17,93,100,5.14,CA,1693433560
375,malango,-2.9627,119.9001,15.96,77,44,1.18,ID,1693433561
376,kutum,14.2,24.6667,20.64,87,89,5.51,SD,1693433561
377,nadym,65.5333,72.5167,9.16,71,93,4.45,RU,1693432963
378,chateaubelair,13.2833,-61.25,27.98,79,61,4.58,VC,1693433561
379,semey,50.4111,80.2275,21.26,35,95,2.88,KZ,1693433561
380,diawara,15.022,-12.5437,28.79,69,96,4.13,SN,1693433561
381,greenville,35.6127,-77.3663,27.09,98,40,0.0,US,1693432846
382,berdigestyakh,62.0989,126.6992,15.69,66,18,1.96,RU,1693433562
383,narimanov,46.6927,47.8498,15.95,40,5,4.3,RU,1693433562
384,monts,47.2772,0.6247,15.35,90,0,0.0,FR,1693433562
385,vadso,70.0744,29.7487,13.49,87,20,1.54,NO,1693433562
386,glace bay,46.1969,-59.957,22.25,97,100,7.72,CA,1693433562
387,ostersund,63.1792,14.6357,13.67,94,100,0.0,SE,1693433562
388,leh,34.1667,77.5833,14.96,25,0,1.45,IN,1693433562
389,chinoz,40.9364,68.7697,19.07,70,97,1.59,UZ,1693433563
390,vila franca do campo,37.7167,-25.4333,23.23,82,39,0.68,PT,1693433563
391,mayya,61.7333,130.2811,14.62,71,32,1.97,RU,1693433563
392,inhambane,-23.865,35.3833,19.76,78,23,2.18,MZ,1693433563
393,seydi,39.4816,62.9137,17.16,30,1,4.45,TM,1693433563
394,mount darwin,-16.7725,31.5838,11.88,69,1,1.23,ZW,1693433563
395,awjilah,29.1081,21.2869,27.58,40,3,5.27,LY,1693433563
396,kepsut,39.6889,28.1522,22.08,68,10,1.66,TR,1693433564
397,praia da vitoria,38.7333,-27.0667,23.2,86,39,1.41,PT,1693433215
398,omdurman,15.6445,32.4777,29.61,48,52,7.16,SD,1693433564
399,st. paul,44.9444,-93.0933,28.85,45,0,2.57,US,1693433564
400,karratha,-20.7377,116.8463,22.47,27,4,2.79,AU,1693433564
401,zhaotong,27.3167,103.7167,12.83,95,88,0.71,CN,1693433564
402,cidreira,-30.1811,-50.2056,15.83,94,1,4.46,BR,1693433565
403,kabwe,-14.4469,28.4464,14.11,48,0,2.56,ZM,1693433399
404,neryungri,56.6709,124.6491,13.46,77,9,1.05,RU,1693433565
405,patacamaya,-17.2333,-67.9167,14.26,39,24,4.64,BO,1693433565
406,codrington,-38.2667,141.9667,11.38,89,88,5.69,AU,1693433565
407,holualoa,19.6228,-155.9522,28.91,72,0,5.14,US,1693432970
408,shawano,44.7822,-88.609,22.41,35,0,0.0,US,1693433565
409,deschutes river woods,43.9915,-121.3584,25.1,34,0,3.09,US,1693433566
410,lagos,6.5833,3.75,22.9,94,100,1.24,NG,1693433103
411,cill airne,52.05,-9.5167,13.02,97,100,2.66,IE,1693433310
412,pontiac,42.6389,-83.2911,20.56,66,75,3.09,US,1693433566
413,uliastay,47.7417,96.8444,15.12,39,100,1.25,MN,1693433566
414,nemuro,43.3236,145.575,18.22,92,100,5.81,JP,1693433566
415,kill devil hills,36.0307,-75.676,29.01,78,40,4.63,US,1693433498
416,sao paulo de olivenca,-3.3783,-68.8725,30.27,58,87,1.02,BR,1693433567
417,kem',64.9555,34.5793,14.6,77,100,2.81,RU,1693433567
418,tatarsk,55.219,75.9828,14.59,91,87,3.68,RU,1693433567
419,ballina,-28.8667,153.5667,16.55,79,79,1.54,AU,1693433567
420,colonia,50.9333,6.95,14.42,86,20,1.03,DE,1693433567
421,lesnoy,57.6198,63.0784,10.13,98,100,1.11,RU,1693433567
422,svatove,49.4103,38.1503,17.31,31,0,2.54,UA,1693433567
423,tindouf,27.6711,-8.1474,25.25,36,0,9.26,DZ,1693433568
424,hillvue,-31.1244,150.915,8.95,93,75,2.57,AU,1693433568
425,carnarvon,-24.8667,113.6333,19.72,71,0,1.84,AU,1693433568
426,yeppoon,-23.1333,150.7333,14.88,79,0,1.09,AU,1693433568
427,haiku-pauwela,20.9219,-156.3051,28.98,67,10,5.81,US,1693433568
428,galle,6.0367,80.217,25.83,86,100,5.92,LK,1693433568
429,ghat,24.9647,10.1728,31.82,30,38,1.49,LY,1693433568
430,aykhal,66.0,111.5,8.8,92,99,6.89,RU,1693433569
431,mangalia,43.8,28.5833,24.2,85,20,2.99,RO,1693433569
432,otjimbingwe,-22.35,16.1333,22.52,36,0,0.92,NA,1693433569
433,st ives,50.2086,-5.4875,14.0,78,91,2.49,GB,1693433569
434,ataq,14.5377,46.8319,27.44,40,38,3.3,YE,1693433569
435,bodo,67.28,14.405,12.1,95,0,2.57,NO,1693432782
436,campos belos,-13.0367,-46.7717,28.27,48,89,0.57,BR,1693433569
437,kharkhorin,47.1975,102.8238,13.93,86,100,1.64,MN,1693433570
438,vikulovo,56.8167,70.6107,9.74,94,57,3.05,RU,1693433570
439,bhadrachalam,17.6667,80.8833,24.2,88,91,1.08,IN,1693433570
440,aleg,17.0481,-13.9209,33.39,46,100,6.33,MR,1693433570
441,banda aceh,5.5577,95.3222,26.71,78,100,5.9,ID,1693433350
442,nabire,-3.3667,135.4833,24.44,93,57,1.53,ID,1693433570
443,shalqar,47.8333,59.6,15.62,44,49,7.37,KZ,1693433570
444,sayat,38.7839,63.8803,19.91,23,40,6.07,TM,1693433571
445,lobito,-12.3481,13.5456,21.0,89,13,3.65,AO,1693433571
446,cockburn town,21.4612,-71.1419,29.21,84,100,7.87,TC,1693433571
447,huainan,32.6264,116.9969,19.94,93,17,1.3,CN,1693433315
448,huaicheng,23.9051,112.1931,21.64,89,9,0.95,CN,1693433571
449,pacific grove,36.6177,-121.9166,33.64,75,0,4.47,US,1693433400
450,yuzhno-kurilsk,44.0306,145.8556,17.91,91,94,5.84,RU,1693433571
451,prince rupert,54.3161,-130.3201,16.05,91,100,5.14,CA,1693433473
452,divnogorsk,55.9594,92.3619,14.3,93,100,1.82,RU,1693433572
453,bartica,6.4,-58.6167,30.18,76,65,1.42,GY,1693433572
454,palikir - national government center,6.9248,158.1611,27.47,89,100,2.06,FM,1693433572
455,cidade velha,14.9167,-23.6167,27.26,89,75,2.06,CV,1693433572
456,amasra,41.7463,32.3863,24.05,59,1,3.14,TR,1693433572
457,papao,-17.75,-149.55,26.82,79,98,4.76,PF,1693433572
458,staunton,38.1496,-79.0717,26.49,50,40,4.12,US,1693433573
459,kismayo,-0.3582,42.5454,24.52,84,50,6.54,SO,1693433573
460,urucara,-2.5364,-57.76,33.29,28,25,1.46,BR,1693433573
461,spanish springs,39.6491,-119.7074,32.13,14,0,2.57,US,1693433573
462,idri,27.5,13.2667,32.53,26,0,6.33,LY,1693433573
463,inda silase,14.1031,38.2829,14.68,95,92,0.42,ET,1693433573
464,jamaame,0.0697,42.745,23.88,84,46,4.34,SO,1693433424
465,anloga,5.7947,0.8973,25.31,87,86,6.26,GH,1693433573
466,vung tau,10.346,107.0843,26.57,86,99,4.76,VN,1693433574
467,nakanojomachi,36.5833,138.85,27.67,78,100,1.34,JP,1693433574
468,santana,-0.0583,-51.1817,30.1,70,20,4.12,BR,1693433574
469,kailua-kona,19.6406,-155.9956,30.98,71,0,5.14,US,1693433574
470,basco,20.4487,121.9702,27.5,81,100,6.83,PH,1693433574
471,nova prata,-28.7839,-51.61,16.27,79,0,1.35,BR,1693433574
472,qarazhal,48.0078,70.7903,13.33,46,5,5.2,KZ,1693433574
473,kochenevo,55.0218,82.202,12.66,84,74,3.62,RU,1693433575
474,kulhudhuffushi,6.6221,73.07,25.68,89,100,6.81,MV,1693433409
475,calvinia,-31.4707,19.776,16.23,65,5,1.49,ZA,1693433575
476,port douglas,-16.4833,145.4667,21.15,70,12,1.53,AU,1693433282
477,bauska,56.4075,24.1906,18.57,95,99,4.98,LV,1693433576
478,talnakh,69.4865,88.3972,4.56,82,0,1.51,RU,1693433577
479,mali,12.079,-12.2982,15.57,96,59,1.09,GN,1693433577
480,cascais,38.6979,-9.4215,20.07,79,45,19.67,PT,1693433577
481,kokoda,-8.8785,147.7407,23.41,82,100,0.7,PG,1693433577
482,kalamata,37.0389,22.1142,19.87,88,17,1.03,GR,1693433577
483,bakanas,44.8081,76.2772,22.31,40,92,6.81,KZ,1693433577
484,kirkuk,35.4681,44.3922,30.7,30,0,2.27,IQ,1693433577
485,liwonde,-15.0506,35.2035,18.23,62,6,1.43,MW,1693433578
486,taoudenni,22.6783,-3.9836,39.25,21,4,2.81,ML,1693433578
487,acapulco de juarez,16.8634,-99.8901,30.9,70,75,3.09,MX,1693433578
488,turinsk,58.0458,63.696,11.44,98,100,1.9,RU,1693433283
489,barranca,-10.75,-77.7667,20.19,77,7,5.42,PE,1693433578
490,villa gesell,-37.2639,-56.973,13.36,80,100,9.18,AR,1693433578
491,benguela,-12.5763,13.4055,21.36,87,10,3.34,AO,1693433579
492,martapura,-3.4167,114.85,21.38,95,29,0.94,ID,1693433579
493,dalhart,36.0595,-102.5133,31.38,25,0,4.12,US,1693433579
494,marka,1.7159,44.7717,24.36,85,90,5.67,SO,1693433579
495,ixtapa,20.7,-105.2,32.35,70,40,3.09,MX,1693433579
496,kingston,17.997,-76.7936,32.36,67,100,2.68,JM,1693433347
497,yangchun,22.1667,111.7833,23.85,90,39,2.1,CN,1693433580
498,abuyog,10.6667,125.05,25.14,91,95,2.14,PH,1693433580
499,masterton,-40.9597,175.6575,9.38,68,10,1.83,NZ,1693433414
500,isangel,-19.55,169.2667,24.06,88,100,4.63,VU,1693433580
501,dalbandin,28.8947,64.4101,30.93,37,16,1.87,PK,1693433580
502,turaif,31.6725,38.6637,27.1,27,0,1.29,SA,1693433555
503,aksuat,48.7167,83.7,20.18,50,56,3.34,KZ,1693433581
504,usinsk,65.9939,57.5281,7.41,77,8,3.76,RU,1693433581
505,narasannapeta,18.4167,84.05,27.35,74,93,1.31,IN,1693433581
506,ylitornio,66.3089,23.6773,9.66,95,84,0.53,FI,1693433581
507,prado,-17.3411,-39.2208,24.08,91,40,3.55,BR,1693433327
508,poyarkovo,49.6,128.6833,14.91,98,100,3.88,RU,1693433581
509,moultonborough,43.7548,-71.3967,24.99,79,46,2.24,US,1693433420
510,phek,25.6667,94.5,15.22,99,63,0.34,IN,1693433582
511,sao tome,0.3365,6.7273,24.89,89,67,4.81,ST,1693433582
512,korla,41.7597,86.1469,23.16,27,0,0.44,CN,1693433582
513,katoomba,-33.7198,150.3074,5.6,71,17,1.06,AU,1693433582
514,maitum,6.0392,124.4986,25.35,79,4,1.5,PH,1693433582
515,mbanza-ngungu,-5.25,14.8667,24.21,59,45,1.62,CD,1693433582
516,hyesan,41.4017,128.1778,14.36,98,95,0.64,KP,1693433583
517,tostado,-29.232,-61.7692,26.66,36,0,3.3,AR,1693433583
518,aguililla,18.7333,-102.7333,25.39,84,96,0.2,MX,1693433583
519,gornozavodsk,58.3758,58.3211,9.46,96,100,4.74,RU,1693433583
520,sarandi del yi,-33.35,-55.6333,13.78,69,14,3.27,UY,1693433583
521,taber,49.8167,-112.1518,21.0,47,69,13.89,CA,1693433584
522,manakara,-22.1333,48.0167,19.32,78,96,1.86,MG,1693433584
523,druzhba,52.0428,33.9453,19.04,56,15,3.79,UA,1693433584
524,tofol,5.3248,163.0078,29.88,74,75,1.54,FM,1693433584
525,rantauprapat,2.1,99.8333,23.25,98,100,0.28,ID,1693433584
526,holland,42.7875,-86.1089,23.54,70,0,1.34,US,1693433454
527,sao felix do xingu,-6.6447,-51.995,26.93,61,48,1.09,BR,1693433585
528,mormugao,15.4,73.8,25.97,84,3,2.99,IN,1693433585
529,siocon,7.7061,122.1353,25.58,87,90,1.89,PH,1693433585
530,newman,37.3138,-121.0208,35.59,8,0,3.08,US,1693433585
531,kenai,60.5544,-151.2583,14.52,80,100,2.57,US,1693433585
532,east ballina,-28.8667,153.5833,16.56,79,80,1.58,AU,1693433585
533,thinadhoo,0.5333,72.9333,28.17,71,99,1.58,MV,1693433586
534,tual,-5.6667,132.75,24.81,84,100,9.59,ID,1693433586
535,fort-shevchenko,44.5086,50.263,20.81,47,0,2.66,KZ,1693433586
536,mejit,10.2753,170.8646,28.59,72,27,6.79,MH,1693433586
537,el granada,37.5027,-122.4694,37.18,47,0,8.75,US,1693433587
538,calama,-22.4667,-68.9333,22.27,7,0,8.75,CL,1693433587
539,torquay,50.4638,-3.5143,14.36,83,100,2.13,GB,1693433587
540,halden,59.1226,11.3871,11.46,89,92,0.72,NO,1693433587
541,kourou,5.1552,-52.6478,29.03,79,43,3.67,GF,1693433587
542,langzhong,31.5504,105.9938,21.39,82,0,1.03,CN,1693433588
543,aquin,18.2833,-73.4,30.36,70,90,3.13,HT,1693433588
544,nusaybin,37.0778,41.2178,28.36,33,0,1.39,TR,1693433588
545,smithers,54.7804,-127.1743,20.77,43,80,2.99,CA,1693433417
546,griffith,41.5284,-87.4237,21.75,62,40,7.2,US,1693433588
547,sibi,29.5448,67.8764,34.02,34,0,2.1,PK,1693433589
548,turpan,42.9333,89.1667,30.41,26,0,1.12,CN,1693433589
549,hengyang,26.8881,112.615,22.27,89,82,1.72,CN,1693433589
550,nadi,-17.8,177.4167,22.0,94,75,3.6,FJ,1693433589
551,gejiu,23.306,103.1635,11.96,88,72,1.63,CN,1693433589
552,keflavik,64.0049,-22.5624,11.95,87,75,6.69,IS,1693433590
553,koulamoutou,-1.1303,12.4736,22.58,94,47,0.5,GA,1693433590
554,lerwick,60.1545,-1.1494,11.0,91,2,2.85,GB,1693433590
555,zvezdnyy,57.7325,56.3147,11.33,86,100,6.33,RU,1693433590
556,bougouni,11.417,-7.479,23.63,89,22,2.21,ML,1693433590
557,leiyang,26.4024,112.8591,21.03,96,64,1.55,CN,1693433591
558,ribas do rio pardo,-20.4431,-53.7592,26.63,53,72,1.63,BR,1693433591
559,wau,7.7029,27.9953,20.65,97,100,1.44,SS,1693433591
560,nema,57.5067,50.5011,10.4,70,77,3.18,RU,1693433591
561,valle de la pascua,9.2155,-66.0073,28.63,66,78,1.7,VE,1693433591
562,flying fish cove,-10.4217,105.6791,23.82,88,75,5.14,CX,1693433591
563,guerrero negro,27.9769,-114.0611,28.62,55,96,5.44,MX,1693433592
564,san juan,-31.5375,-68.5364,22.92,15,46,9.6,AR,1693433367
565,yashkul',46.1711,45.3435,18.31,43,0,3.51,RU,1693433592
566,bull savanna,17.8868,-77.5902,29.11,73,100,6.37,JM,1693433592
567,kolondieba,11.0882,-6.8926,23.56,89,4,2.29,ML,1693433592
568,margate,51.3813,1.3862,14.94,76,97,1.34,GB,1693433592
569,bor,56.3567,44.0669,9.96,77,19,1.84,RU,1693433593
570,szecseny,48.0806,19.5202,13.77,95,90,1.43,HU,1693433593
571,srandakan,-7.9386,110.2506,20.71,92,81,1.2,ID,1693433593
572,khovd,48.0056,91.6419,17.51,50,91,2.11,MN,1693433593
573,denia,38.8408,0.1057,25.41,71,2,2.68,ES,1693433593
574,vostochnyy,55.8167,37.8667,13.8,78,87,2.05,RU,1693433593
575,tres barras,-26.1064,-50.3222,14.52,76,4,1.21,BR,1693433594
576,santa ana de yacuma,-13.75,-65.4333,33.97,46,20,3.6,BO,1693433594
577,la gi,10.6667,107.7833,25.48,89,99,3.55,VN,1693433594
578,tangalle,6.024,80.7911,25.09,84,100,5.31,LK,1693433594
579,aitape,-3.1374,142.3475,26.03,88,58,1.63,PG,1693433595
580,lushun,38.8,121.2667,20.12,76,9,3.33,CN,1693433595
581,plettenberg bay,-34.0527,23.3716,17.79,57,7,1.18,ZA,1693433595
582,gandajika,-6.75,23.95,27.57,27,38,1.55,CD,1693433595
583,borkum,53.5809,6.6915,15.97,72,8,6.46,DE,1693433595
584,santa catarina ixtahuacan,14.8,-91.3667,17.64,84,75,2.06,GT,1693433596
585,acarau,-2.8856,-40.12,25.78,81,0,6.78,BR,1693433361
586,kaa-khem,51.6833,94.7333,19.98,60,100,1.98,RU,1693433596
587,tadine,-21.55,167.8833,23.33,89,65,7.32,NC,1693433596
588,thal,35.4791,72.2439,16.44,71,0,1.57,PK,1693433596
589,vikravandi,12.0333,79.55,25.58,87,98,3.27,IN,1693433597
590,xingtai,37.0631,114.4942,20.31,89,0,1.38,CN,1693433597
591,belmonte,-15.8631,-38.8828,24.57,90,36,3.83,BR,1693433599
592,sidi akkacha,36.4647,1.3026,27.16,73,79,3.83,DZ,1693433599
593,gebeit,21.0667,36.3167,30.83,34,70,1.91,SD,1693433599
594,santa maria,-29.6842,-53.8069,17.2,76,0,1.9,BR,1693433570
595,malmberget,67.1753,20.6549,7.31,93,67,2.57,SE,1693433600
596,kolokani,13.5728,-8.0339,25.29,73,9,1.96,ML,1693433600
597,ilovlya,49.3033,43.9796,14.27,44,2,1.03,RU,1693433600
598,santa terezinha,-29.9002,-50.0904,15.75,94,0,4.24,BR,1693433600
